User,Client,"Client Type",Date,Duration,"Type Of Call","External Call Score"
"Joshua Wilson","Finley Butler",Nurse,"2020-07-23 12:07:59",287,Outgoing,59
"Joshua Wilson","Henry Jackson",Nurse,"2020-08-06 06:04:38",898,Incoming,3
"Joshua Wilson","Alexander Roberts",Nurse,"2020-07-16 10:59:21",545,Outgoing,39
"Joshua Wilson","Luke Holmes",Nurse,"2020-08-14 01:43:14",800,Outgoing,66
"Joshua Wilson","Stephen Wood",Nurse,"2020-06-24 10:04:56",535,Outgoing,8
"Joshua Wilson","Lindsay Shaw",Nurse,"2020-07-10 11:41:31",630,Incoming,33
"Joshua Wilson","Isobel Powell",Carer,"2020-07-18 09:55:26",259,Outgoing,33
"Joshua Wilson","Matthew Johnson",Nurse,"2020-07-06 11:13:24",826,Outgoing,1
"Joshua Wilson","Stephen Hughes",Carer,"2020-07-24 09:07:53",409,Incoming,68
"Joshua Wilson","Stefan Lewis",Carer,"2020-08-05 06:54:01",183,Incoming,22
"Joshua Wilson","Carlie Reid",Carer,"2020-07-16 03:23:48",654,Incoming,69
"Joshua Wilson","Carlie Martin",Nurse,"2020-07-27 10:11:45",693,Incoming,4
"Joshua Wilson","Mia Saunders",Nurse,"2020-08-13 07:10:29",688,Outgoing,29
"Joshua Wilson","Cameron Williams",Nurse,"2020-06-29 12:10:07",264,Outgoing,76
"Joshua Wilson","Julia Mitchell",Carer,"2020-08-12 09:50:57",192,Outgoing,89
"Joshua Wilson","Carlie Martin",Nurse,"2020-06-25 11:54:59",419,Outgoing,14
"Joshua Wilson","Samantha James",Carer,"2020-07-03 06:10:43",522,Outgoing,18
"Joshua Wilson","Ashley Carter",Nurse,"2020-08-18 04:22:32",360,Outgoing,19
"Joshua Wilson","Julia Mitchell",Carer,"2020-07-11 06:48:14",534,Outgoing,6
"Joshua Wilson","Andrew Walker",Carer,"2020-08-05 03:49:48",223,Outgoing,69
"Joshua Wilson","Finley Butler",Nurse,"2020-08-23 05:44:36",870,Outgoing,53
"Joshua Wilson","Lily Anderson",Carer,"2020-07-23 04:45:00",527,Incoming,49
"Joshua Wilson","Steve Rose",Nurse,"2020-07-22 08:59:29",375,Outgoing,47
"Joshua Wilson","Keeley Cooper",Carer,"2020-07-07 09:33:47",434,Outgoing,28
"Joshua Wilson","Hannah Kelly",Nurse,"2020-07-15 12:34:42",669,Incoming,51
"Joshua Wilson","Carlie Martin",Nurse,"2020-07-04 04:10:33",981,Outgoing,12
"Joshua Wilson","Emma Wilkinson",Carer,"2020-07-28 03:08:38",873,Incoming,63
"Joshua Wilson","Laura Richardson",Nurse,"2020-08-05 08:29:04",781,Outgoing,61
"Joshua Wilson","Karen Chapman",Nurse,"2020-07-28 10:02:32",231,Outgoing,5
"Joshua Wilson","Ryan Murphy",Carer,"2020-06-26 04:21:22",109,Incoming,83
"Joshua Wilson","Isaac Bennett",Carer,"2020-07-13 03:37:11",302,Outgoing,6
"Joshua Wilson","Samuel Gray",Nurse,"2020-08-12 10:00:09",586,Outgoing,39
"Joshua Wilson","Stefan Lewis",Carer,"2020-07-06 08:09:06",810,Incoming,21
"Joshua Wilson","Dave Clark",Nurse,"2020-07-11 12:31:23",695,Outgoing,99
"Joshua Wilson","Patricia Shaw",Carer,"2020-08-16 11:11:32",892,Outgoing,75
"Joshua Wilson","Lindsay Davies",Nurse,"2020-08-09 03:01:34",143,Outgoing,23
"Joshua Wilson","John Hall",Carer,"2020-08-08 07:31:50",309,Outgoing,64
"Joshua Wilson","Henry Robinson",Carer,"2020-07-08 10:42:54",650,Outgoing,76
"Joshua Wilson","Paul Bell",Nurse,"2020-07-16 03:40:35",728,Incoming,38
"Joshua Wilson","Zach Hunt",Carer,"2020-07-19 11:46:59",744,Outgoing,84
"Joshua Wilson","Carole Kelly",Carer,"2020-07-01 06:52:17",440,Outgoing,49
"Joshua Wilson","Henry Jackson",Nurse,"2020-07-19 01:11:06",250,Outgoing,3
"Joshua Wilson","Faye King",Carer,"2020-07-04 01:54:37",708,Outgoing,76
"Joshua Wilson","Emma Wilkinson",Carer,"2020-08-18 09:53:12",832,Incoming,56
"Joshua Wilson","Stephen Hughes",Carer,"2020-06-28 05:36:00",741,Outgoing,81
"Joshua Wilson","Gordon Cooper",Carer,"2020-06-27 01:43:59",328,Outgoing,8
"Joshua Wilson","Shannon Ward",Carer,"2020-07-12 07:08:31",579,Outgoing,87
"Joshua Wilson","Stefan Lewis",Carer,"2020-07-04 09:28:58",524,Outgoing,99
"Joshua Wilson","Ella Taylor",Nurse,"2020-07-27 07:20:24",947,Outgoing,51
"Joshua Wilson","Amelia Lee",Nurse,"2020-07-20 10:46:50",866,Incoming,62
"Joshua Wilson","Nicole Allen",Carer,"2020-07-01 11:38:34",766,Incoming,58
"Joshua Wilson","Karen Chapman",Nurse,"2020-07-19 03:08:31",545,Outgoing,26
"Joshua Wilson","Lindsay Davies",Nurse,"2020-08-04 06:07:02",949,Incoming,30
"Joshua Wilson","Harry Mason",Nurse,"2020-07-17 06:31:40",331,Incoming,66
"Joshua Wilson","Wendy King",Carer,"2020-07-05 04:52:59",334,Incoming,57
"Joshua Wilson","Jayden Anderson",Carer,"2020-07-25 03:04:24",518,Outgoing,36
"Joshua Wilson","Carole Kelly",Carer,"2020-06-30 12:47:12",862,Incoming,76
"Joshua Wilson","Nicole Allen",Carer,"2020-08-04 07:58:09",375,Incoming,52
"Joshua Wilson","Sally Lee",Nurse,"2020-08-11 07:41:30",179,Outgoing,97
"Joshua Wilson","Elizabeth King",Nurse,"2020-07-15 12:16:06",728,Incoming,93
"Joshua Wilson","Patricia Shaw",Carer,"2020-07-12 02:27:35",654,Outgoing,99
"Joshua Wilson","Henry Jackson",Nurse,"2020-08-02 08:58:22",796,Outgoing,94
"Joshua Wilson","Scarlett Russell",Nurse,"2020-08-13 01:22:11",699,Outgoing,94
"Joshua Wilson","Eileen Murphy",Carer,"2020-08-11 09:21:54",757,Incoming,61
"Joshua Wilson","Paul Fox",Nurse,"2020-08-01 05:04:53",474,Outgoing,9
"Joshua Wilson","Alexander Roberts",Nurse,"2020-08-03 10:21:38",517,Outgoing,40
"Joshua Wilson","Alexander Roberts",Nurse,"2020-07-22 12:49:15",700,Incoming,55
"Joshua Wilson","Melissa Moore",Nurse,"2020-07-04 06:54:23",653,Outgoing,42
"Joshua Wilson","Lindsay Shaw",Nurse,"2020-08-19 12:26:22",616,Outgoing,65
"Joshua Wilson","Keeley Cooper",Carer,"2020-07-30 03:16:40",310,Outgoing,62
"Joshua Wilson","Eleanor Knight",Carer,"2020-08-23 04:11:39",619,Outgoing,18
"Joshua Wilson","Helena Knight",Carer,"2020-07-30 11:22:14",948,Incoming,27
"Joshua Wilson","Amelia Lee",Nurse,"2020-08-11 07:59:24",181,Outgoing,2
"Joshua Wilson","John Hall",Carer,"2020-08-05 06:39:55",458,Outgoing,61
"Joshua Wilson","Paul Fox",Nurse,"2020-08-19 06:14:26",508,Outgoing,12
"Joshua Wilson","Yvonne Knight",Nurse,"2020-08-03 05:39:05",474,Outgoing,75
"Joshua Wilson","Laura Richardson",Nurse,"2020-08-10 11:50:48",706,Incoming,28
"Joshua Wilson","Lindsay Davies",Nurse,"2020-07-10 05:54:00",929,Incoming,58
"Joshua Wilson","Harry Mason",Nurse,"2020-08-14 12:15:47",758,Incoming,11
"Joshua Wilson","John Brown",Carer,"2020-07-20 01:35:25",467,Outgoing,87
"Joshua Wilson","Paul Fox",Nurse,"2020-07-23 07:18:19",831,Incoming,19
"Joshua Wilson","Sophia Rogers",Carer,"2020-08-22 07:12:48",919,Incoming,100
"Joshua Wilson","Danielle Price",Carer,"2020-07-21 08:01:15",848,Outgoing,44
"Joshua Wilson","Stephen Hughes",Carer,"2020-08-11 01:18:47",235,Outgoing,22
"Joshua Wilson","Sally Lee",Nurse,"2020-07-18 01:09:47",161,Outgoing,81
"Joshua Wilson","Faye King",Carer,"2020-08-07 06:17:42",998,Incoming,31
"Joshua Wilson","Ian Taylor",Nurse,"2020-07-15 02:46:36",926,Incoming,61
"Joshua Wilson","Andy Bailey",Carer,"2020-07-13 09:46:28",878,Incoming,56
"Joshua Wilson","Leah Price",Carer,"2020-07-18 10:57:01",528,Incoming,13
"Joshua Wilson","Sarah Lewis",Carer,"2020-07-25 12:54:43",759,Incoming,7
"Joshua Wilson","Emily Moore",Nurse,"2020-08-13 09:25:39",696,Incoming,59
"Joshua Wilson","Claire Cook",Nurse,"2020-08-13 03:54:21",663,Incoming,52
"Joshua Wilson","Gordon Cooper",Carer,"2020-08-21 03:50:14",665,Outgoing,93
"Joshua Wilson","Ryan Murphy",Carer,"2020-07-10 06:38:21",974,Outgoing,70
"Joshua Wilson","Henry Robinson",Carer,"2020-08-19 02:36:18",145,Incoming,20
"Joshua Wilson","Alexander Roberts",Nurse,"2020-07-04 10:38:35",376,Outgoing,66
"Joshua Wilson","Stephen Wood",Nurse,"2020-06-30 03:46:56",985,Outgoing,39
"Joshua Wilson","Lucas Harris",Carer,"2020-07-23 09:56:48",155,Outgoing,23
"Joshua Wilson","Stephen Hughes",Carer,"2020-07-23 05:39:57",357,Incoming,71
"Joshua Wilson","Rebecca Wood",Carer,"2020-07-19 06:05:19",588,Incoming,20
"Joshua Wilson","Joel Simpson",Nurse,"2020-07-30 11:43:23",556,Incoming,5
"Joshua Wilson","Leanne Cox",Carer,"2020-07-09 06:06:30",753,Incoming,93
"Joshua Wilson","Matthew Johnson",Nurse,"2020-07-06 11:17:08",669,Outgoing,77
"Joshua Wilson","Sophia Rogers",Carer,"2020-07-15 07:27:31",728,Incoming,7
"Joshua Wilson","Yvonne Knight",Nurse,"2020-07-10 06:20:35",581,Incoming,79
"Joshua Wilson","Keeley Cooper",Carer,"2020-07-23 08:19:48",684,Outgoing,89
"Joshua Wilson","Paula Price",Carer,"2020-08-12 06:01:13",796,Incoming,34
"Joshua Wilson","Finley Owen",Carer,"2020-07-27 04:40:42",123,Incoming,68
"Joshua Wilson","Wendy King",Carer,"2020-07-25 09:11:42",545,Incoming,74
"Joshua Wilson","Luke Holmes",Nurse,"2020-08-07 09:18:37",630,Outgoing,53
"Joshua Wilson","Steve Rose",Nurse,"2020-07-15 06:42:21",534,Incoming,71
"Joshua Wilson","Carmen Graham",Nurse,"2020-07-02 08:51:13",573,Incoming,73
"Joshua Wilson","Lindsay Shaw",Nurse,"2020-07-18 02:01:00",663,Outgoing,10
"Joshua Wilson","Keeley Cooper",Carer,"2020-06-25 08:00:33",571,Incoming,100
"Joshua Wilson","Callum Richards",Carer,"2020-07-21 01:34:22",546,Outgoing,65
"Joshua Wilson","Matthew Johnson",Nurse,"2020-07-27 11:58:40",730,Outgoing,10
"Joshua Wilson","Ashley Carter",Nurse,"2020-08-06 08:42:30",581,Incoming,26
"Joshua Wilson","Finley Butler",Nurse,"2020-07-28 01:54:22",503,Incoming,92
"Joshua Wilson","Yvonne Knight",Nurse,"2020-06-24 11:43:44",992,Incoming,72
"Joshua Wilson","Lucas Harris",Carer,"2020-07-09 07:54:59",768,Incoming,63
"Joshua Wilson","Andy Bailey",Carer,"2020-07-02 08:22:32",778,Outgoing,13
"Joshua Wilson","Lindsay Davies",Nurse,"2020-07-31 01:27:23",236,Outgoing,72
"Joshua Wilson","Andrew Walker",Carer,"2020-08-01 05:23:18",212,Outgoing,59
"Joshua Wilson","Alexander Roberts",Nurse,"2020-08-15 04:19:41",737,Outgoing,68
"Joshua Wilson","Freya Davis",Nurse,"2020-08-09 06:56:28",357,Incoming,62
"Joshua Wilson","Dave Clark",Nurse,"2020-07-20 12:51:58",834,Incoming,78
"Joshua Wilson","Danielle Price",Carer,"2020-08-09 06:04:09",866,Outgoing,77
"Joshua Wilson","Emma Wilkinson",Carer,"2020-07-19 05:19:07",957,Outgoing,17
"Joshua Wilson","Luke Holmes",Nurse,"2020-07-03 05:02:05",169,Incoming,31
"Joshua Wilson","Lindsay Davies",Nurse,"2020-08-23 07:36:03",699,Incoming,27
"Joshua Wilson","Scarlett Russell",Nurse,"2020-08-19 07:04:00",615,Outgoing,54
"Joshua Wilson","Cameron Williams",Nurse,"2020-08-16 12:37:49",793,Incoming,18
"Joshua Wilson","Eileen Murphy",Carer,"2020-07-05 02:16:47",128,Outgoing,22
"Joshua Wilson","Henry Jackson",Nurse,"2020-08-02 12:42:33",496,Incoming,41
"Joshua Wilson","Dave Clark",Nurse,"2020-08-18 12:56:02",360,Incoming,40
"Joshua Wilson","Nicole Allen",Carer,"2020-08-14 03:35:45",545,Outgoing,69
"Joshua Wilson","Karen Richardson",Carer,"2020-07-23 05:15:56",995,Incoming,46
"Joshua Wilson","Samuel Gray",Nurse,"2020-08-21 09:21:15",258,Outgoing,39
"Joshua Wilson","Yvonne Edwards",Nurse,"2020-07-16 11:35:41",835,Outgoing,85
"Joshua Wilson","Emma Wilkinson",Carer,"2020-07-15 10:21:24",845,Outgoing,49
"Joshua Wilson","Adam Edwards",Nurse,"2020-07-27 05:31:45",610,Incoming,98
"Joshua Wilson","Dave Clark",Nurse,"2020-08-10 09:40:17",837,Outgoing,84
"Joshua Wilson","Carmen Graham",Nurse,"2020-08-10 07:20:24",401,Incoming,9
"Joshua Wilson","Samuel Gray",Nurse,"2020-08-09 01:47:56",447,Incoming,28
"Joshua Wilson","Rebecca Wood",Carer,"2020-07-15 03:47:07",618,Incoming,36
"Joshua Wilson","Isaac Bennett",Carer,"2020-07-30 05:04:46",300,Outgoing,74
"Joshua Wilson","Shannon Ward",Carer,"2020-07-15 10:58:11",675,Outgoing,29
"Joshua Wilson","Zach Hunt",Carer,"2020-08-17 12:40:14",513,Incoming,99
"Joshua Wilson","Rebecca Wood",Carer,"2020-08-15 06:08:46",136,Outgoing,64
"Joshua Wilson","Gavin Cox",Nurse,"2020-07-12 11:33:05",170,Incoming,26
"Joshua Wilson","Amy Taylor",Carer,"2020-07-31 08:17:00",331,Outgoing,41
"Joshua Wilson","Lucas Harris",Carer,"2020-06-25 06:08:03",187,Outgoing,47
"Joshua Wilson","Sarah Lewis",Carer,"2020-08-20 06:27:05",656,Incoming,28
"Joshua Wilson","Quentin Richards",Carer,"2020-08-17 01:17:54",855,Outgoing,6
"Joshua Wilson","Isaac Bennett",Carer,"2020-07-11 09:53:18",640,Incoming,71
"Joshua Wilson","Layla Anderson",Carer,"2020-07-29 03:36:01",981,Outgoing,8
"Joshua Wilson","Alexander Roberts",Nurse,"2020-07-29 07:32:19",185,Incoming,91
"Joshua Wilson","Joel Simpson",Nurse,"2020-07-22 03:27:08",995,Incoming,4
"Joshua Wilson","Lucas Harris",Carer,"2020-07-05 10:02:17",824,Outgoing,37
"Joshua Wilson","Rebecca Wood",Carer,"2020-08-23 12:01:17",7070,Outgoing,27
"Joshua Wilson","Layla Anderson",Carer,"2020-08-21 05:59:20",1298,Outgoing,76
"Joshua Wilson","Ella Taylor",Nurse,"2020-08-25 02:31:52",5000,Incoming,42
"Joshua Wilson","Leah Price",Carer,"2020-08-21 11:27:21",6819,Outgoing,45
"Joshua Wilson","Keeley Cooper",Carer,"2020-08-21 07:33:14",936,Outgoing,46
"Joshua Wilson","Steve Adams",Nurse,"2020-08-18 01:08:40",6771,Incoming,53
"Joshua Wilson","Samantha James",Carer,"2020-08-21 07:07:22",1131,Incoming,81
"Joshua Wilson","Quentin Richards",Carer,"2020-08-18 09:39:15",7913,Incoming,59
"Joshua Wilson","Jayden Anderson",Carer,"2020-08-21 07:53:56",5613,Incoming,92
"Joshua Wilson","Joseph Clark",Carer,"2020-08-21 02:14:24",4757,Incoming,91
"Joshua Wilson","Emma Wilkinson",Carer,"2020-08-18 11:45:16",2187,Incoming,23
"Joshua Wilson","Steve Adams",Nurse,"2020-08-17 10:50:42",2785,Incoming,54
"Joshua Wilson","Isaac Bennett",Carer,"2020-08-19 01:52:26",2149,Outgoing,38
"Joshua Wilson","Summer Marshall",Carer,"2020-08-21 03:18:10",3933,Incoming,17
"Joshua Wilson","Mia Saunders",Nurse,"2020-08-20 05:21:21",3775,Outgoing,69
"Joshua Wilson","Leah Price",Carer,"2020-08-18 03:47:03",9211,Outgoing,23
"Joshua Wilson","Mia Saunders",Nurse,"2020-08-24 02:30:34",1178,Incoming,84
"Joshua Wilson","Quentin Richards",Carer,"2020-08-24 11:21:55",8358,Incoming,36
"Joshua Wilson","Ross Hunter",Nurse,"2020-08-20 10:46:45",8174,Outgoing,57
"Joshua Wilson","Isaac Bennett",Carer,"2020-08-26 05:05:42",9831,Outgoing,79
"Joshua Wilson","Steve Adams",Nurse,"2020-08-17 08:26:36",2255,Incoming,68
"Joshua Wilson","John Hall",Carer,"2020-08-18 09:17:02",9274,Incoming,55
"Joshua Wilson","Wendy King",Carer,"2020-08-26 01:59:09",2920,Outgoing,77
"Joshua Wilson","Grant Morgan",Carer,"2020-08-23 09:50:31",7111,Outgoing,64
"Joshua Wilson","Dominic Walker",Carer,"2020-08-18 08:43:45",4620,Outgoing,51
"Joshua Wilson","Isobel Powell",Carer,"2020-08-22 03:10:22",4340,Incoming,80
"Joshua Wilson","Samuel Gray",Nurse,"2020-08-25 01:07:14",5517,Outgoing,39
"Joshua Wilson","Carmen Hughes",Nurse,"2020-08-21 01:29:39",7679,Incoming,100
"Joshua Wilson","Lily Anderson",Carer,"2020-08-21 12:17:41",9504,Incoming,3
"Joshua Wilson","Paula Price",Carer,"2020-08-24 05:12:49",2626,Incoming,2
"Joshua Wilson","Wendy King",Carer,"2020-08-18 06:01:47",9399,Outgoing,51
"Joshua Wilson","Tanya Hill",Carer,"2020-08-21 07:54:01",1360,Incoming,45
"Joshua Wilson","Ashley Carter",Nurse,"2020-08-24 03:37:39",2521,Incoming,77
"Joshua Wilson","Shannon Ward",Carer,"2020-08-24 08:16:43",5093,Outgoing,46
"Joshua Wilson","Natalie Hall",Nurse,"2020-08-22 11:12:14",7432,Incoming,62
"Joshua Wilson","Leanne Cox",Carer,"2020-08-21 12:30:08",6285,Incoming,10
"Joshua Wilson","Paula Price",Carer,"2020-08-20 03:33:53",135,Incoming,64
"Joshua Wilson","Colin Hunter",Carer,"2020-08-23 09:08:19",5286,Outgoing,59
"Joshua Wilson","Colin Hunter",Carer,"2020-08-20 09:38:42",6116,Outgoing,68
"Joshua Wilson","John Brown",Carer,"2020-08-18 03:17:20",179,Outgoing,27
"Joshua Wilson","Keeley Cooper",Carer,"2020-08-18 01:38:38",649,Incoming,10
"Joshua Wilson","Elizabeth King",Nurse,"2020-08-25 01:49:14",7251,Incoming,87
"Joshua Wilson","Steve Rose",Nurse,"2020-08-19 06:18:15",8572,Incoming,67
"Joshua Wilson","Hannah Kelly",Nurse,"2020-08-22 06:42:38",3431,Outgoing,23
"Joshua Wilson","Faye King",Carer,"2020-08-25 02:35:33",444,Outgoing,84
"Joshua Wilson","Tim Brown",Carer,"2020-08-17 09:31:25",8025,Outgoing,82
"Joshua Wilson","Finley Owen",Carer,"2020-08-25 02:56:47",5779,Outgoing,25
"Joshua Wilson","Steve Adams",Nurse,"2020-08-22 06:46:40",936,Outgoing,83
"Joshua Wilson","Patricia Shaw",Carer,"2020-08-26 02:45:10",6710,Outgoing,74
"Joshua Wilson","Carlie Martin",Nurse,"2020-08-20 11:13:17",131,Outgoing,22
"Joshua Wilson","Kelly Harris",Carer,"2020-08-20 08:00:24",1519,Incoming,36
"Joshua Wilson","Tim Brown",Carer,"2020-08-23 07:43:30",8959,Incoming,97
"Joshua Wilson","Keeley Cooper",Carer,"2020-08-25 06:59:33",5754,Incoming,90
"Joshua Wilson","Tim Brown",Carer,"2020-08-24 04:43:03",6550,Incoming,72
"Joshua Wilson","Carmen Graham",Nurse,"2020-08-18 05:59:17",1263,Outgoing,67
"Joshua Wilson","Harry Mason",Nurse,"2020-08-19 01:36:24",3885,Outgoing,8
"Joshua Wilson","Patricia Shaw",Carer,"2020-08-23 05:18:41",7871,Incoming,30
"Joshua Wilson","Natalie Hall",Nurse,"2020-08-25 03:44:26",4422,Incoming,39
"Joshua Wilson","Adam Edwards",Nurse,"2020-08-21 07:20:46",6981,Outgoing,57
"Joshua Wilson","Ian Taylor",Nurse,"2020-08-21 04:03:39",4442,Outgoing,61
"Joshua Wilson","Joel Simpson",Nurse,"2020-08-21 12:33:40",2209,Incoming,99
"Lucas Lee","Shannon Ward",Carer,"2020-06-24 12:09:21",176,Outgoing,24
"Lucas Lee","Laura Richardson",Nurse,"2020-07-03 10:12:28",560,Outgoing,98
"Lucas Lee","Gordon Cooper",Carer,"2020-08-09 08:08:35",902,Outgoing,90
"Lucas Lee","Beth Reid",Carer,"2020-08-06 08:55:12",361,Incoming,96
"Lucas Lee","Lucas Harris",Carer,"2020-08-08 02:43:45",580,Outgoing,25
"Lucas Lee","Karen Richardson",Carer,"2020-08-05 09:24:46",368,Outgoing,49
"Lucas Lee","Karen Richardson",Carer,"2020-07-02 02:37:31",148,Outgoing,70
"Lucas Lee","Tanya Hill",Carer,"2020-08-16 11:53:16",982,Outgoing,78
"Lucas Lee","John Hall",Carer,"2020-08-02 08:40:46",971,Incoming,50
"Lucas Lee","Colin Hunter",Carer,"2020-07-26 08:43:56",716,Incoming,83
"Lucas Lee","Lindsay Davies",Nurse,"2020-07-16 11:23:32",896,Outgoing,45
"Lucas Lee","Alexander Roberts",Nurse,"2020-08-03 03:52:17",104,Outgoing,69
"Lucas Lee","Matthew Johnson",Nurse,"2020-08-14 03:44:33",323,Outgoing,50
"Lucas Lee","Amy Taylor",Carer,"2020-08-14 10:08:03",870,Incoming,12
"Lucas Lee","Gavin Cox",Nurse,"2020-07-15 10:28:23",798,Outgoing,58
"Lucas Lee","Ella Taylor",Nurse,"2020-07-19 08:59:54",444,Incoming,54
"Lucas Lee","Lucas Harris",Carer,"2020-07-14 02:42:46",271,Incoming,41
"Lucas Lee","Candice Matthews",Nurse,"2020-07-07 06:40:43",122,Incoming,37
"Lucas Lee","Harry Mason",Nurse,"2020-07-22 02:26:11",763,Incoming,33
"Lucas Lee","Matthew Johnson",Nurse,"2020-07-04 04:00:04",725,Outgoing,83
"Lucas Lee","Karen Richardson",Carer,"2020-07-05 07:30:29",950,Incoming,25
"Lucas Lee","John Brown",Carer,"2020-06-26 12:06:17",357,Incoming,52
"Lucas Lee","Kelly Harris",Carer,"2020-08-19 12:35:58",800,Incoming,9
"Lucas Lee","John Brown",Carer,"2020-07-01 05:39:50",958,Incoming,64
"Lucas Lee","Quentin Richards",Carer,"2020-06-27 11:53:50",961,Incoming,93
"Lucas Lee","Finley Owen",Carer,"2020-08-01 04:11:59",435,Incoming,58
"Lucas Lee","Henry Jackson",Nurse,"2020-07-13 12:51:21",420,Outgoing,19
"Lucas Lee","Leanne Cox",Carer,"2020-08-07 09:58:12",387,Incoming,61
"Lucas Lee","Claire Cook",Nurse,"2020-07-05 06:57:47",202,Outgoing,36
"Lucas Lee","Yvonne Knight",Nurse,"2020-07-24 08:00:07",212,Outgoing,87
"Lucas Lee","Carlie Reid",Carer,"2020-08-03 04:15:17",653,Incoming,43
"Lucas Lee","Carlie Reid",Carer,"2020-07-31 12:47:57",678,Outgoing,7
"Lucas Lee","Carole Kelly",Carer,"2020-07-09 04:13:24",644,Incoming,54
"Lucas Lee","Lindsay Davies",Nurse,"2020-08-16 05:22:17",928,Outgoing,52
"Lucas Lee","Samuel Gray",Nurse,"2020-08-17 02:18:41",858,Incoming,43
"Lucas Lee","Ross Hunter",Nurse,"2020-07-02 03:23:08",273,Outgoing,7
"Lucas Lee","Ross Hunter",Nurse,"2020-08-23 04:42:44",353,Outgoing,51
"Lucas Lee","Melissa Moore",Nurse,"2020-07-10 01:44:14",965,Incoming,54
"Lucas Lee","Eileen Murphy",Carer,"2020-07-04 03:32:30",360,Incoming,36
"Lucas Lee","Beth Reid",Carer,"2020-07-26 02:56:41",476,Outgoing,54
"Lucas Lee","Helena Knight",Carer,"2020-07-25 07:39:08",479,Outgoing,67
"Lucas Lee","Dominic Walker",Carer,"2020-06-30 10:19:37",505,Incoming,77
"Lucas Lee","Shannon Ward",Carer,"2020-07-10 05:23:35",686,Incoming,63
"Lucas Lee","John Hall",Carer,"2020-07-15 11:06:00",690,Incoming,17
"Lucas Lee","Lucas Harris",Carer,"2020-08-03 11:31:06",970,Outgoing,98
"Lucas Lee","Lily Anderson",Carer,"2020-07-15 03:15:04",775,Incoming,28
"Lucas Lee","Yvonne Edwards",Nurse,"2020-07-12 10:57:30",675,Incoming,57
"Lucas Lee","Jayden Anderson",Carer,"2020-07-21 08:30:37",145,Incoming,36
"Lucas Lee","Steve Rose",Nurse,"2020-08-10 03:17:18",424,Incoming,89
"Lucas Lee","Luke Holmes",Nurse,"2020-07-18 05:43:02",343,Incoming,5
"Lucas Lee","Finley Owen",Carer,"2020-07-22 09:00:15",820,Outgoing,51
"Lucas Lee","Joseph Clark",Carer,"2020-08-18 02:17:33",924,Incoming,6
"Lucas Lee","Paula Price",Carer,"2020-08-14 11:07:46",954,Outgoing,88
"Lucas Lee","Carlie Reid",Carer,"2020-06-24 02:03:33",788,Incoming,27
"Lucas Lee","Beth Reid",Carer,"2020-06-26 10:41:22",637,Outgoing,75
"Lucas Lee","Emily Moore",Nurse,"2020-07-21 12:43:03",559,Outgoing,62
"Lucas Lee","Matthew Johnson",Nurse,"2020-08-03 06:04:20",462,Outgoing,0
"Lucas Lee","Adam Edwards",Nurse,"2020-07-26 01:11:25",204,Outgoing,29
"Lucas Lee","Keeley Cooper",Carer,"2020-07-12 02:03:22",633,Outgoing,9
"Lucas Lee","Summer Marshall",Carer,"2020-08-10 11:56:17",471,Incoming,31
"Lucas Lee","Callum Richards",Carer,"2020-08-04 11:43:13",230,Outgoing,53
"Lucas Lee","Eleanor Knight",Carer,"2020-08-13 09:46:32",170,Outgoing,79
"Lucas Lee","Zach Hunt",Carer,"2020-08-24 01:20:44",638,Outgoing,91
"Lucas Lee","Melissa Moore",Nurse,"2020-08-14 10:46:34",533,Incoming,87
"Lucas Lee","Helena Knight",Carer,"2020-07-18 02:04:31",547,Incoming,61
"Lucas Lee","Emma Wilkinson",Carer,"2020-08-18 11:13:59",744,Incoming,16
"Lucas Lee","Sarah Lewis",Carer,"2020-08-22 09:04:15",720,Incoming,94
"Lucas Lee","Colin Hunter",Carer,"2020-08-17 07:29:02",585,Outgoing,74
"Lucas Lee","Beth Reid",Carer,"2020-08-13 08:12:40",736,Outgoing,57
"Lucas Lee","Yvonne Knight",Nurse,"2020-06-27 09:21:16",971,Outgoing,57
"Lucas Lee","Harry Mason",Nurse,"2020-07-20 09:04:16",670,Outgoing,50
"Lucas Lee","Tanya Hill",Carer,"2020-08-15 10:56:27",165,Outgoing,25
"Lucas Lee","Callum Richards",Carer,"2020-07-18 08:35:07",467,Incoming,75
"Lucas Lee","Natalie Hall",Nurse,"2020-08-07 06:50:45",900,Outgoing,53
"Lucas Lee","Carmen Hughes",Nurse,"2020-07-22 11:40:08",881,Incoming,5
"Lucas Lee","Yvonne Knight",Nurse,"2020-07-02 05:14:10",513,Incoming,8
"Lucas Lee","Henry Robinson",Carer,"2020-08-02 01:22:42",866,Outgoing,60
"Lucas Lee","Finley Butler",Nurse,"2020-08-10 10:09:15",594,Incoming,47
"Lucas Lee","Eileen Murphy",Carer,"2020-08-15 04:08:12",224,Incoming,40
"Lucas Lee","Julia Mitchell",Carer,"2020-07-05 10:44:27",1000,Outgoing,9
"Lucas Lee","Karen Richardson",Carer,"2020-08-02 06:10:36",854,Outgoing,47
"Lucas Lee","Karen Chapman",Nurse,"2020-07-19 07:56:49",394,Outgoing,69
"Lucas Lee","Lily Anderson",Carer,"2020-06-29 03:19:07",421,Incoming,2
"Lucas Lee","Karen Chapman",Nurse,"2020-08-23 09:25:21",876,Outgoing,86
